,restaurant,url,category,distance,star,num_reviews
191,La Casita,https://www.doordash.com/store/31024/?pickup=false,"$$ • Mexican, Appetizers",22 min • 0.4 mi,4.3,(660+)
192,On Yogurt,https://www.doordash.com/store/98725/?pickup=false,"$ • Frozen Yogurt, Bubble Tea",19 min • 0.3 mi,4.4,(46)
193,Sharetea Yaletown,https://www.doordash.com/store/2464737/?pickup=false,"$$ • Milk Tea, Fruit Tea",15 min • 0.4 mi,4.7,(25)
194,Sherry Convenience Store,https://www.doordash.com/convenience/store/519666/?pickup=false,"$$ • Convenience, Takeout",28 min • 1.3 mi,4.2,(126)
195,Prime Time Chicken & Chinese Food,https://www.doordash.com/store/840587/?pickup=false,"$ • Chinese, Burgers",21 min • 0.7 mi,4.1,(62)
196,Peaked Pies,https://www.doordash.com/store/98467/?pickup=false,"$ • Breakfast, Sweets",22 min • 1.2 mi,4.8,"(1,000+)"
197,Red Burrito,https://www.doordash.com/store/23167379/?pickup=false,"$$ • Mexican, Burritos",18 min • 0.6 mi,4.7,(33)
198,Kitanoya Guu with Garlic (Robson Branch),https://www.doordash.com/store/975969/?pickup=false,"$$ • Japanese, Udon",30 min • 1.1 mi,4.8,(438)
199,Uncle Fatih's Pizza,https://www.doordash.com/store/600372/?pickup=false,$$ • Pizza,24 min • 1.1 mi,4.5,(590+)
200,Ignite Pizzeria,https://www.doordash.com/store/23241418/?pickup=false,"$$ • Pizza, Vegan",19 min • 0.3 mi,4.6,(18)
201,New York Fries,https://www.doordash.com/store/1007343/?pickup=false,"$$ • Fries, Hot Dogs",24 min • 0.2 mi,4.3,(660+)
202,Triple O's,https://www.doordash.com/store/1040509/?pickup=false,"$$ • Breakfast, Burgers",21 min • 0.5 mi,4.5,(211)
203,Indian Oven Restaurant,https://www.doordash.com/store/28240/?pickup=false,"$$ • Indian, Vegetarian",26 min • 1.8 mi,4.6,"(1,300+)"
204,Blenz Coffee,https://www.doordash.com/store/22999583/?pickup=false,"$$ • Pastries, Iced Teas",17 min • 0.3 mi,5.0,(16)
205,Bella Gelateria,https://www.doordash.com/store/28245/?pickup=false,"$$ • Dessert, Ice Cream",28 min • 1.3 mi,4.8,(179)
206,Tom Sushi,https://www.doordash.com/store/1755767/?pickup=false,"$$ • Japanese, Sushi",29 min • 0.8 mi,4.8,(650+)
207,Mr. Shawarma (Vancouver),https://www.doordash.com/store/446149/?pickup=false,"$$ • Wraps, Halal",22 min • 0.3 mi,4.7,(491)
208,Miss Korea BBQ,https://www.doordash.com/store/856152/?pickup=false,"$$ • Korean, Barbecue",21 min • 0.8 mi,4.1,(111)
209,Las Tortas,https://www.doordash.com/store/98584/?pickup=false,"$$ • Mexican, Tortas",25 min • 1.7 mi,4.7,(810+)
210,Manna Sushi,https://www.doordash.com/store/98693/?pickup=false,"$$ • Japanese, Sushi",26 min • 0.9 mi,4.7,(650+)
211,Kadoya Japanese Restaurant,https://www.doordash.com/store/28052/?pickup=false,"$$ • Japanese, Sushi",23 min • 0.7 mi,4.6,"(2,000+)"
212,Coast Restaurant,https://www.doordash.com/store/28149/?pickup=false,"$$$ • Japanese, Sushi",23 min • 0.5 mi,4.6,(163)
213,Dae Ji Cutlet House,https://www.doordash.com/store/617788/?pickup=false,"$$ • Korean, Chicken",20 min • 900 ft,4.6,(264)
214,Hula Poke,https://www.doordash.com/store/1324253/?pickup=false,"$$ • Poke, Healthy",17 min • 0.2 mi,4.6,(39)
215,Liuyishou Hot Pot 刘一手火锅,https://www.doordash.com/store/1046821/?pickup=false,"$$ • Hot Pot, Chinese",25 min • 1.0 mi,4.4,(111)
216,7-Eleven,https://www.doordash.com/store/992489/?pickup=false,"$$ • Burgers, Wings",16 min • 600 ft,4.5,(291)
217,"The Sauce, Pasta Cafe Inc (Denman St).",https://www.doordash.com/store/445836/?pickup=false,"$$ • Italian, Dessert",22 min • 1.2 mi,4.7,(445)
218,Curry Hut Indian Bistro,https://www.doordash.com/store/2579336/?pickup=false,"$$ • Indian, Vegetarian",15 min • 0.4 mi,4.5,(37)
219,Say Hello Sweets,https://www.doordash.com/store/1219276/?pickup=false,"$$ • Sweets, Ice Cream",18 min • 0.6 mi,4.8,(48)
220,Chungchun Rice Dog,https://www.doordash.com/store/1596367/?pickup=false,"$$ • Takeout, Fried Food",26 min • 1.2 mi,4.8,(650+)
221,Café Gloucester 告罗士打餐厅,https://www.doordash.com/store/101925/?pickup=false,"$$ • Chinese, Noodles",30 min • 1.7 mi,4.5,"(1,000+)"
222,Kinara Indian Cuisine,https://www.doordash.com/store/448678/?pickup=false,"$$ • Indian, Vegetarian",27 min • 1.0 mi,4.6,(850+)
223,Volcano Sushi (Vancouver),https://www.doordash.com/store/431856/?pickup=false,"$$ • Japanese, Sushi",29 min • 2.3 mi,4.7,"(1,000+)"
224,Side Hustle Sandwiches,https://www.doordash.com/store/30992/?pickup=false,"$$ • American, Sandwiches",23 min • 1.3 mi,4.7,(261)
225,Bon Crepe,https://www.doordash.com/store/412811/?pickup=false,$$ • Creperies,24 min • 0.7 mi,4.7,(384)
226,Smith`s Bagelry,https://www.doordash.com/store/834467/?pickup=false,"$ • Bakery, Bagels",24 min • 1.2 mi,4.7,(223)
227,Kanzo sushi,https://www.doordash.com/store/193184/?pickup=false,"$$ • Japanese, Sushi",21 min • 0.4 mi,4.5,(770+)
228,Kiku Sushi,https://www.doordash.com/store/572841/?pickup=false,"$$ • Japanese, Sushi",22 min • 0.8 mi,4.5,(187)
229,Torafuku,https://www.doordash.com/store/117641/?pickup=false,"$$ • Salads, Chicken",26 min • 0.7 mi,4.6,(352)
230,Rogue Kitchen and Wetbar,https://www.doordash.com/store/931626/?pickup=false,"$$ • Alcohol, Soup",23 min • 1.2 mi,4.5,(520+)
231,Obanhmi,https://www.doordash.com/store/2324917/?pickup=false,"$$ • Vietnamese, Banh Mi",17 min • 0.6 mi,4.7,(168)
232,MILA,https://www.doordash.com/store/1207895/?pickup=false,"$$ • Brunch, Dessert",28 min • 0.7 mi,4.7,"(1,000+)"
233,Bubble Waffle Cafe 鸡蛋仔,https://www.doordash.com/store/737560/?pickup=false,"$ • Chinese, Noodles",23 min • 900 ft,4.4,(190)
234,Hapa Izakaya,https://www.doordash.com/store/31007/?pickup=false,"$$ • Japanese, Sushi",27 min • 0.5 mi,4.5,(458)
235,Assembli Pizza,https://www.doordash.com/store/2235132/?pickup=false,"$$ • Italian, Pizza",15 min • 800 ft,4.5,(103)
236,Castella Cheesecake,https://www.doordash.com/store/1342379/?pickup=false,"$$ • Cheesecake, Coffee & Tea",18 min • 0.7 mi,4.6,(207)
237,The Irish Heather,https://www.doordash.com/store/955328/?pickup=false,"$$ • Burgers, Sandwiches",25 min • 0.8 mi,4.8,(87)
238,La Loteria Mexican Street Food,https://www.doordash.com/store/1622957/?pickup=false,"$$ • Mexican, Tostadas",17 min • 0.4 mi,4.3,(30)
239,Sushi Howe,https://www.doordash.com/store/901432/?pickup=false,"$$ • Japanese, Sushi",21 min • 0.6 mi,4.7,(99)
240,COBS Bread,https://www.doordash.com/store/610568/?pickup=false,"$$ • Bakery, Pizza",18 min • 0.8 mi,4.7,(930+)
241,Ba Le Deli and Bakery,https://www.doordash.com/store/397879/?pickup=false,"$$ • Dessert, Sandwiches",28 min • 1.7 mi,4.7,(990+)
242,Trumps Fine Food Merchants,https://www.doordash.com/store/906558/?pickup=false,"$$ • Bakery, Cookies",23 min • 1.1 mi,4.3,(30)
243,Megabite Pizza,https://www.doordash.com/store/823004/?pickup=false,"$$ • Pizza, Dinner",25 min • 0.4 mi,4.2,(327)
244,Beyond Coffee,https://www.doordash.com/store/22968403/?pickup=false,"$$ • Ice Coffee, Desserts",19 min • 0.6 mi,4.8,(63)
245,Chef Hung Taiwan Bistro 990,https://www.doordash.com/store/23026241/?pickup=false,"$$ • Takeout, Delivery",19 min • 0.4 mi,4.6,(19)
246,Meet Fresh 鲜芋仙,https://www.doordash.com/store/1727251/?pickup=false,"$$ • Soup, Milk Tea",18 min • 0.7 mi,4.7,(117)
247,e-mo restaurant,https://www.doordash.com/store/905951/?pickup=false,"$$ • Korean, Chicken",22 min • 0.2 mi,4.4,(222)
248,White Spot,https://www.doordash.com/store/916885/?pickup=false,"$$ • Breakfast, Brunch",24 min • 700 ft,4.6,"(1,000+)"
249,Blackball Robson,https://www.doordash.com/store/2374310/?pickup=false,$$ • Dessert,19 min • 0.7 mi,5.0,
250,Kind Cafe,https://www.doordash.com/store/787379/?pickup=false,"$$ • Grocery, Smoothies",27 min • 1.7 mi,4.8,(92)
251,The Wallflower Modern Diner,https://www.doordash.com/store/28192/?pickup=false,"$$ • American, Breakfast",30 min • 1.3 mi,4.4,"(1,000+)"
252,Dank Mart,https://www.doordash.com/store/1767743/?pickup=false,"$$ • Dessert, Snacks",18 min • 0.6 mi,4.9,(42)
253,Westcoast Poke,https://www.doordash.com/store/69710/?pickup=false,"$$ • Sushi, Asian Food",29 min • 1.1 mi,4.6,"(2,000+)"
254,Incognito Coffee,https://www.doordash.com/store/1639865/?pickup=false,"$$ • Coffee, Breakfast",18 min • 0.2 mi,4.6,(101)
255,Caffe mira,https://www.doordash.com/store/890783/?pickup=false,"$$ • Coffee Shop, Pastries",26 min • 0.7 mi,4.6,(134)
256,Keto Caveman Davie,https://www.doordash.com/store/1765686/?pickup=false,"$$ • Keto, Pizza",24 min • 0.9 mi,4.4,(401)
257,Legendary Noodle House 飞天拉面,https://www.doordash.com/store/31029/?pickup=false,"$$ • Chinese, Noodles",25 min • 1.3 mi,4.4,(800+)
258,Best Burrito,https://www.doordash.com/store/101808/?pickup=false,"$$ • Mexican, Tacos",24 min • 1.3 mi,4.6,(54)
259,Stop n Go Convenience Store,https://www.doordash.com/store/1242211/?pickup=false,"$$ • Snacks, Convenience",19 min • 0.7 mi,5.0,
260,Gilaneh Grill House,https://www.doordash.com/store/446088/?pickup=false,"$$ • Persian, Stew",28 min • 1.3 mi,4.3,"(1,000+)"
261,CoCo Fresh Tea & Juice,https://www.doordash.com/store/98534/?pickup=false,"$ • Milk Tea, Bubble Tea",18 min • 0.3 mi,4.6,(690+)
262,Pho Extreme Xe Lua,https://www.doordash.com/store/446024/?pickup=false,"$$ • Vietnamese, Pho",24 min • 1.2 mi,4.3,(500+)
263,Kintaro Ramen,https://www.doordash.com/store/1431642/?pickup=false,"$$ • BBQ, Japanese",23 min • 1.2 mi,4.5,(442)
264,Captain's Oven Pizza,https://www.doordash.com/store/2537968/?pickup=false,"$$ • Pizza, Vegetarian",23 min • 0.6 mi,4.6,(265)
265,Katsuya,https://www.doordash.com/store/2358742/?pickup=false,"$$ • Japanese, Curry",24 min • 0.9 mi,4.7,(104)
266,Hot Star Large Fried Chicken,https://www.doordash.com/store/1010956/?pickup=false,"$$ • Korean Fried Chicken, Korean",19 min • 0.3 mi,4.4,(76)
267,International Sandwich Factory - Vancouver,https://www.doordash.com/store/23191955/?pickup=false,"$$ • Croissant, Sandwich",21 min • 1.3 mi,4.6,(15)
268,Moderne Burger,https://www.doordash.com/store/31045/?pickup=false,"$ • American, Burgers",24 min • 1.2 mi,4.7,(740+)
269,AL HADBAH DONAIR,https://www.doordash.com/store/1542321/?pickup=false,"$$ • Vegetarian, Wraps",20 min • 1.0 mi,4.6,(141)
270,Rocky Mtn Chocolate,https://www.doordash.com/store/779728/?pickup=false,"$$ • Chocolate, Dessert",19 min • 0.4 mi,4.7,(343)
271,Waffleland Cafe,https://www.doordash.com/store/2272456/?pickup=false,"$$ • Waffles, Coffee",20 min • 0.5 mi,4.3,(19)
272,Rogue Kitchen & Wetbar,https://www.doordash.com/store/1709937/?pickup=false,"$$ • Alcohol, Fries",20 min • 0.4 mi,4.7,(205)
273,To Dine For Eatery,https://www.doordash.com/store/1312632/?pickup=false,"$$ • American, Breakfast",20 min • 1.0 mi,4.7,(69)
274,Falafel King,https://www.doordash.com/store/937041/?pickup=false,"$$ • Lebanese, Salads",24 min • 1.3 mi,4.4,(150)
275,Fixins Mac n' Chicken,https://www.doordash.com/store/1794065/?pickup=false,"$$ • Craft Beer, Fried Chicken",25 min • 0.9 mi,4.5,(368)
276,Osaka Sushi,https://www.doordash.com/store/98374/?pickup=false,"$$ • Japanese, Sushi",27 min • 2.2 mi,4.6,(348)
277,BOCA'O,https://www.doordash.com/store/1088495/?pickup=false,"$$ • Tapas/Small Plates, Burgers",23 min • 1.2 mi,4.6,(153)
278,Mia Pasta,https://www.doordash.com/store/23057229/?pickup=false,$ • Salad,23 min • 0.5 mi,4.2,(23)
279,Papaya Hut Restaurant,https://www.doordash.com/store/98418/?pickup=false,"$ • Thai, Seafood",27 min • 1.8 mi,4.6,(860+)
280,Chai69 Cafe,https://www.doordash.com/store/976031/?pickup=false,"$$ • Indian, Sandwiches",25 min • 1.5 mi,4.4,(86)
281,Tim Hortons,https://www.doordash.com/store/1040293/?pickup=false,"$$ • Canadian, Sandwiches",15 min • 0.2 mi,4.1,(268)
282,Panago Pizza,https://www.doordash.com/store/1308732/?pickup=false,"$$ • Pizza, Salads",20 min • 0.6 mi,4.7,(500+)
283,Kevin & Kevin Juice,https://www.doordash.com/store/1747573/?pickup=false,"$$ • Coffee & Tea, Smoothies",23 min • 0.8 mi,4.6,(182)
284,Pizza Hut,https://www.doordash.com/store/942765/?pickup=false,"$$ • Italian, Pizza",24 min • 1.1 mi,4.5,"(1,000+)"
285,Shanghai Lu 东宝海鲜酒家,https://www.doordash.com/store/98456/?pickup=false,"$$ • Chinese, Dim Sum",25 min • 1.2 mi,4.5,(770+)
286,Panne Rizo Gluten Free Bakery,https://www.doordash.com/store/31659/?pickup=false,"$$ • Catering, Gluten-Free",24 min • 1.6 mi,4.2,(148)
287,Cold Tea Restaurant,https://www.doordash.com/store/917668/?pickup=false,"$$ • Snacks, Salads",23 min • 0.5 mi,4.7,(352)
288,RedBeef noodle Kitchen,https://www.doordash.com/store/1095066/?pickup=false,"$$ • Taiwanese, Dumplings",24 min • 0.7 mi,4.7,(580+)
289,Pepper Lunch Canada,https://www.doordash.com/store/985210/?pickup=false,"$$ • Steak, Ice Cream",26 min • 1.1 mi,4.4,(233)
290,Papa's Gourmet Pizza,https://www.doordash.com/store/1453147/?pickup=false,"$$ • Pizza, Gourmet",20 min • 0.2 mi,4.4,(49)
291,Modern Handi Indian Cuisine,https://www.doordash.com/store/355294/?pickup=false,"$$ • Indian, Vegetarian",26 min • 1.2 mi,4.6,(244)
292,Domo Sushi,https://www.doordash.com/store/98660/?pickup=false,"$$ • Japanese, Sushi",26 min • 0.6 mi,4.5,(59)
293,SHANGHAI NOODLES,https://www.doordash.com/store/2532336/?pickup=false,"$$ • Chinese, Noodles",21 min • 0.8 mi,4.6,(182)
294,Bibi's kitchen,https://www.doordash.com/store/93088/?pickup=false,"$$ • Appetizers, Snacks",25 min • 1.1 mi,3.9,(113)
295,SeaHouse Restaurant,https://www.doordash.com/store/1081023/?pickup=false,"$$ • Milk Shakes, Italian",23 min • 0.5 mi,4.4,(77)
296,Nene Chicken,https://www.doordash.com/store/2631802/?pickup=false,"$$ • Korean, Fried Chicken",25 min • 0.9 mi,4.6,(209)
297,Bellaggio,https://www.doordash.com/store/800042/?pickup=false,"$$ • Pizza, Breakfast",22 min • 0.4 mi,4.5,(50)
298,Wicked Cafe,https://www.doordash.com/store/2846854/?pickup=false,"$$ • Cafe, Pastries",21 min • 1.4 mi,4.5,(96)
299,Big Bang Sushi,https://www.doordash.com/store/790750/?pickup=false,"$$ • Japanese, Sushi",27 min • 1.3 mi,4.7,(78)
300,Pho 37,https://www.doordash.com/store/1752863/?pickup=false,"$$ • Chow Mein, Vietnamese",24 min • 1.0 mi,4.7,(191)
301,Time Out Cafe,https://www.doordash.com/store/98500/?pickup=false,"$$ • Cafe, Coffee",22 min • 0.6 mi,4.0,
302,Crepe Delicious,https://www.doordash.com/store/23057320/?pickup=false,"$ • Healthy, Desserts",22 min • 0.5 mi,4.6,(15)
303,Yui Japanese Bistro,https://www.doordash.com/store/1472389/?pickup=false,"$$ • Japanese, Sushi",22 min • 0.6 mi,4.7,(84)
304,Ben Gong's Tea,https://www.doordash.com/store/928303/?pickup=false,"$$ • Milk Tea, Smoothies",29 min • 1.7 mi,4.4,(472)
305,Tendon Kohaku,https://www.doordash.com/store/1509295/?pickup=false,"$$ • Japanese, Salads",21 min • 0.3 mi,4.6,(144)
306,Koko Monk Chocolates,https://www.doordash.com/store/961029/?pickup=false,"$$ • Chocolates, Sweets",23 min • 1.6 mi,4.6,(13)
307,Yet’s Cafe,https://www.doordash.com/store/1863105/?pickup=false,"$$ • Bubble Tea, Smoothies",22 min • 0.8 mi,4.8,(32)
308,Brioche Urban Baking & Catering,https://www.doordash.com/store/28136/?pickup=false,"$$ • Italian, Breakfast",24 min • 0.4 mi,4.5,(88)
309,Prototype Coffee,https://www.doordash.com/store/713300/?pickup=false,"$$ • Cafe, Coffee",26 min • 1.3 mi,4.8,(71)
310,Hot Pie Pizza,https://www.doordash.com/store/98645/?pickup=false,"$$ • Italian, Pizza",27 min • 0.5 mi,4.2,(112)
311,Caffe Mira,https://www.doordash.com/store/116722/?pickup=false,"$$ • American, Salads",27 min • 1.7 mi,4.8,(231)
312,Mitra Canteen,https://www.doordash.com/store/58696/?pickup=false,"$$ • Baklava, Desserts",26 min • 1.7 mi,4.8,(11)
313,AMOKA Coffee and Bites,https://www.doordash.com/store/1649877/?pickup=false,"$$ • Breakfast, Pie",21 min • 0.7 mi,4.6,(261)
314,Ukrainian Village,https://www.doordash.com/store/31108/?pickup=false,"$$ • Ukrainian, Soup",29 min • 1.2 mi,4.6,"(1,000+)"
315,The Captain's Boil,https://www.doordash.com/store/923552/?pickup=false,"$$ • Seafood, Chicken Wings",21 min • 0.9 mi,4.3,(404)
316,Fiasco Pizza Company,https://www.doordash.com/store/1487139/?pickup=false,$$ • Pizza,22 min • 0.4 mi,4.1,(37)
317,Vera's Burger Shack,https://www.doordash.com/store/28753/?pickup=false,"$ • American, Fast Food",27 min • 1.6 mi,4.3,(630+)
318,Purple Grain Cafe,https://www.doordash.com/store/1136951/?pickup=false,"$$ • Salads, Soup",21 min • 1.4 mi,5.0,
319,La Casa Gelato,https://www.doordash.com/store/445997/?pickup=false,"$$ • Bakery, Pastries",24 min • 1.5 mi,4.8,(50)
320,Tropika,https://www.doordash.com/store/31105/?pickup=false,"$$ • Seafood, Appetizers",24 min • 1.5 mi,4.5,(217)
321,World Wrap Place,https://www.doordash.com/store/42895/?pickup=false,"$ • Wraps, Falafel",26 min • 0.5 mi,4.8,(20)
322,Pizza Pizza,https://www.doordash.com/store/917414/?pickup=false,"$ • Italian, Pizza",29 min • 1.4 mi,4.4,"(1,300+)"
323,PHO Q&M Vietnamese Restaurent,https://www.doordash.com/store/925429/?pickup=false,"$$ • Vietnamese, Pho",23 min • 1.2 mi,4.7,(70)
324,3 Quarters Full Cafe,https://www.doordash.com/store/150291/?pickup=false,"$ • Pastries, Bubble Tea",28 min • 1.2 mi,4.5,(710+)
325,Ben Gong's Tea,https://www.doordash.com/store/1594080/?pickup=false,"$$ • Milk Tea, Smoothies",22 min • 1.3 mi,4.7,(71)
326,Blenz Coffee,https://www.doordash.com/store/518136/?pickup=false,"$ • Cafe, Coffee & Tea",20 min • 0.5 mi,4.6,(334)
327,Boston Pizza,https://www.doordash.com/store/881467/?pickup=false,"$ • Wings, Pizza",25 min • 0.2 mi,4.4,(510+)
328,Mount Everest Kitchen & Grill,https://www.doordash.com/store/2234100/?pickup=false,"$$ • Indian, Curry",22 min • 0.2 mi,4.6,(237)
329,Monsoon curry,https://www.doordash.com/store/1657265/?pickup=false,"$$ • Indian, Vegetarian",26 min • 1.8 mi,4.6,(253)
330,La Ruota Pizzeria,https://www.doordash.com/store/2046596/?pickup=false,"$$ • Pizza, Vegetarian",30 min • 1.1 mi,4.5,(272)
331,Mary's on Davie,https://www.doordash.com/store/1485966/?pickup=false,"$$ • Eggs, Waffles",24 min • 0.9 mi,4.6,(77)
332,Holy Guacamole Mexican Grill,https://www.doordash.com/store/1721496/?pickup=false,"$$ • Mexican, Tortas",28 min • 1.2 mi,4.6,(275)
333,Uno Gelato,https://www.doordash.com/store/1260844/?pickup=false,"$$ • Gelato, Ice Cream",23 min • 0.6 mi,4.7,
334,Dan Dan Noodle (Denman) 俏西南,https://www.doordash.com/store/1691697/?pickup=false,"$$ • Chinese, Noodles",27 min • 1.2 mi,4.3,(164)
335,Cardero Cafe on Davie,https://www.doordash.com/store/1057079/?pickup=false,"$$ • Cafe, Latin American",24 min • 0.7 mi,4.5,(51)
336,Coca Leaf Cafe,https://www.doordash.com/store/926554/?pickup=false,"$$ • Cafe, Sandwiches",24 min • 1.1 mi,4.9,(73)
337,Loz TaKos,https://www.doordash.com/store/783004/?pickup=false,"$$ • Churros, Nachos",25 min • 1.2 mi,4.1,(48)
338,Napoletana Pizza Cafe & Gelato,https://www.doordash.com/store/31646/?pickup=false,"$$ • Cafe, Italian",26 min • 2.1 mi,4.4,(183)
339,Mr Steak,https://www.doordash.com/store/566547/?pickup=false,"$$ • Steak, Chicken",22 min • 0.5 mi,4.3,(13)
340,Jade Dynasty Restaurant 玉龙轩,https://www.doordash.com/store/566803/?pickup=false,"$$ • Chinese, Noodles",25 min • 0.6 mi,4.5,(246)
341,Gringo,https://www.doordash.com/store/2408853/?pickup=false,"$$ • Snacks, Quesadillas",25 min • 0.5 mi,4.4,(270)
342,Grab N Go Hamilton,https://www.doordash.com/store/1312756/?pickup=false,"$$ • Korean, Snacks",21 min • 0.2 mi,4.5,(187)
343,Famous Wok,https://www.doordash.com/store/217582/?pickup=false,"$$ • Chinese, Asian",18 min • 0.5 mi,3.7,(34)
344,Mr. Cool Donair (Robson Street),https://www.doordash.com/store/2855906/?pickup=false,"$$ • Salads, Wraps",23 min • 1.2 mi,4.2,(17)
345,Circle K,https://www.doordash.com/convenience/store/1241030/?pickup=false,"$$ • Breakfast, Ice Cream",19 min • 0.8 mi,4.3,(181)
346,Sushi Kaido,https://www.doordash.com/store/2411130/?pickup=false,"$$ • Sushi, Salads",26 min • 1.3 mi,4.8,(75)
347,Sashimiya,https://www.doordash.com/store/1777694/?pickup=false,"$$ • Japanese, Grocery",24 min • 0.7 mi,4.7,(95)
348,Thai Away Home,https://www.doordash.com/store/1266830/?pickup=false,"$$ • Thai, Appetizers",26 min • 1.3 mi,4.6,(280)
349,Sushi Maki,https://www.doordash.com/store/23173518/?pickup=false,"$$ • Japanese, Sushi",23 min • 0.5 mi,5.0,
350,Rice 'N Spice,https://www.doordash.com/store/98719/?pickup=false,"$$ • Dinner, Lunch",22 min • 0.3 mi,4.2,(15)
351,Potluck Hawker Eatery,https://www.doordash.com/store/23087467/?pickup=false,"$$ • Beer, Wine & Spirits",30 min • 1.8 mi,4.8,(46)
352,EuroFood Plus,https://www.doordash.com/store/2339510/?pickup=false,"$$ • Modern European, Deli",25 min • 1.1 mi,5.0,
353,Male & Female Harmony Adult Boutique,https://www.doordash.com/store/1738964/?pickup=false,"$$ • Toys, Apparel",23 min • 1.5 mi,4.6,(11)
354,The Hideout Diner,https://www.doordash.com/store/843244/?pickup=false,"$$ • Breakfast, Sandwiches",29 min • 1.7 mi,4.6,(17)
355,INS Market,https://www.doordash.com/convenience/store/2242911/?pickup=false,"$$ • Convenience, Grocery",22 min • 0.3 mi,4.2,
356,Union Latino's Food,https://www.doordash.com/store/23370733/?pickup=false,"$$ • Latin American, Chicken",24 min • 0.5 mi,5.0,
357,Bobatea Investments Ltd.,https://www.doordash.com/store/2650351/?pickup=false,"$$ • Boba, Coffee & Tea",21 min • 0.3 mi,4.8,(28)
358,Grab N Go Yaletown,https://www.doordash.com/store/2105703/?pickup=false,"$$ • Korean, Noodles",24 min • 0.5 mi,4.9,(34)
359,Ojas blend,https://www.doordash.com/store/1608717/?pickup=false,"$$ • Indian, Chicken",25 min • 0.4 mi,4.6,(64)
360,ZAC•ZAC JAPANESE CURRY HOUSE,https://www.doordash.com/store/23267569/?pickup=false,"$$ • Japanese, Curry",22 min • 900 ft,5.0,
361,Bird N' Hand,https://www.doordash.com/store/23261782/?pickup=false,"$$ • Chicken Wings, Dessert",24 min • 0.8 mi,5.0,
362,Gong Cha 贡茶,https://www.doordash.com/store/885385/?pickup=false,"$$ • Chinese, Milk Tea",19 min • 0.3 mi,4.5,(232)
363,Takis Taverna,https://www.doordash.com/store/1178124/?pickup=false,"$$ • Greek, Souvlaki",29 min • 0.8 mi,4.6,(520+)
364,Noor Donair,https://www.doordash.com/store/22979798/?pickup=false,"$$ • Middle Eastern, Shawarma",26 min • 1.7 mi,4.4,(17)
365,PetSmart,https://www.doordash.com/convenience/store/1873451/?pickup=false,"$$ • Pet Stores, petco",28 min • 0.9 mi,4.7,(211)
366,Siegel's Bagels,https://www.doordash.com/store/42820/?pickup=false,"$ • Sandwiches, Bagels",27 min • 1.1 mi,4.7,(281)
367,Goldilocks Bakeshop,https://www.doordash.com/store/446175/?pickup=false,"$$ • Filipino, Cake Shop",30 min • 1.5 mi,4.6,(21)
368,Casa Della Pasta,https://www.doordash.com/store/23039294/?pickup=false,"$$ • Halal, Italian",30 min • 1.0 mi,4.6,(39)
369,Freshii,https://www.doordash.com/store/954576/?pickup=false,"$$ • Tacos, Burritos",20 min • 0.5 mi,4.5,(134)
370,Cha Yuan,https://www.doordash.com/store/817795/?pickup=false,"$$ • Milk Tea, Iced Teas",27 min • 0.6 mi,4.8,(87)
371,Urban Sushi,https://www.doordash.com/store/566428/?pickup=false,"$$ • Sushi, Bento Box",24 min • 0.3 mi,4.8,(23)
372,Gelato del Mercato,https://www.doordash.com/store/1694430/?pickup=false,"$$ • Ice Cream, Gelato",26 min • 1.1 mi,4.9,(46)
373,Paramount Fine Foods,https://www.doordash.com/store/226927/?pickup=false,"$$ • Wraps, Dessert",24 min • 900 ft,4.3,"(1,900+)"
374,Chirpyhut Fried Chicken,https://www.doordash.com/store/2163795/?pickup=false,"$$ • Chicken, Snacks",29 min • 1.5 mi,4.5,(88)
375,Komo Eats Vegan,https://www.doordash.com/store/2832924/?pickup=false,"$$ • Vegan, Frozen Food",26 min • 1.5 mi,4.8,(52)
376,ShareTea,https://www.doordash.com/store/154975/?pickup=false,"$ • Fruit Tea, Milk Tea",21 min • 0.7 mi,4.6,(220)
377,inBtwn Cafe,https://www.doordash.com/store/2195994/?pickup=false,"$$ • Cafe, Coffee & Tea",26 min • 0.9 mi,4.4,(18)
378,Bamboo World Kitchen Limited,https://www.doordash.com/store/2272567/?pickup=false,"$$ • Breakfast, Dim Sum",25 min • 1.7 mi,4.3,
379,Jugo Juice,https://www.doordash.com/store/1188086/?pickup=false,"$$ • Smoothies, Juice Bar",16 min • 0.2 mi,4.7,(19)
380,Sandwich Express (Maple Leaf Deli),https://www.doordash.com/store/28061/?pickup=false,"$ • American, Breakfast",23 min • 0.7 mi,4.1,(10)
381,INS Market,https://www.doordash.com/convenience/store/1622260/?pickup=false,"$$ • Chocolates, Pickup",25 min • 900 ft,4.0,(21)
382,SeaHouse restaurant,https://www.doordash.com/store/1617345/?pickup=false,"$$ • Pizza, Breakfast",23 min • 0.5 mi,4.7,(25)
383,Waves Coffee House,https://www.doordash.com/store/2734233/?pickup=false,"$ • Coffee, Wraps",15 min • 700 ft,4.9,(14)
384,Tacofino Oasis,https://www.doordash.com/store/566656/?pickup=false,"$$ • Mexican, Burritos",27 min • 0.5 mi,4.7,(233)
385,Bubble Tea King,https://www.doordash.com/store/22979660/?pickup=false,"$$ • Juice & Smoothie, Green Tea",21 min • 0.5 mi,3.8,
386,J & P Kitchen 余香,https://www.doordash.com/store/2514410/?pickup=false,"$$ • Asian Fusion, Noodles",27 min • 1.3 mi,4.7,(14)
