,restaurant,url,category,distance,star,num_reviews
196,Ruth's Chris Steak House,https://www.doordash.com/store/1615904/?pickup=false,"$$ • Steakhouses, Seafood",Closed • 0.4 mi,4.7,(133)
197,Fumaca Brazilian Steakhouse,https://www.doordash.com/store/930547/?pickup=false,"$$ • Brazilian, Steakhouses",Closed • 1.5 mi,4.4,(42)
198,Dynasty Century Palace,https://www.doordash.com/store/150701/?pickup=false,"$$ • Chinese, Dim Sum",Closed • 0.4 mi,4.6,(91)
199,Shojo Izakaya,https://www.doordash.com/store/840080/?pickup=false,"$$ • Japanese, Sushi",Closed • 1.4 mi,4.6,(85)
200,P & L Chinese,https://www.doordash.com/store/150210/?pickup=false,"$$ • Chinese, Seafood",Closed • 0.5 mi,4.1,(79)
201,The Wokkery Restaurant,https://www.doordash.com/store/143323/?pickup=false,"$$ • Chinese, Seafood",Closed • 0.9 mi,3.7,(29)
202,Asian Express Hotpot,https://www.doordash.com/store/1800646/?pickup=false,"$$ • Beef, Chicken",Closed • 0.3 mi,4.2,(25)
203,Cora,https://www.doordash.com/store/1310849/?pickup=false,"$$ • Eggs, Crepes",Closed • 0.5 mi,4.5,(221)
204,Say Uncle,https://www.doordash.com/store/1036483/?pickup=false,"$$ • Sandwiches, Barbecue",Closed • 0.2 mi,4.1,
205,Rub’d Smokehouse BBQ,https://www.doordash.com/store/1295530/?pickup=false,"$$ • American, Dessert",Closed • 400 ft,4.5,(159)
206,Wilfreds Restaurant,https://www.doordash.com/store/2820249/?pickup=false,"$ • Alcohol, Brunch",Closed • 1.4 mi,4.4,(15)
207,Afghan Chopan Kebab,https://www.doordash.com/store/149787/?pickup=false,"$$ • Afghan, Kebabs",Closed • 0.5 mi,4.2,(137)
208,The Creperie,https://www.doordash.com/store/150167/?pickup=false,"$$$ • Creperies, Alcohol",Closed • 800 ft,4.1,(80)
209,Eat-Thai.ca,https://www.doordash.com/store/2335650/?pickup=false,"$$ • Thai, Salads",Closed • 0.8 mi,4.7,(89)
210,ATLAS CAFE,https://www.doordash.com/store/23000858/?pickup=false,"$$ • Pizza, Salads",Closed • 0.6 mi,,
211,Tutti Frutti,https://www.doordash.com/store/2550879/?pickup=false,"$$ • Breakfast, Creperies",Closed • 0.8 mi,4.6,(87)
212,Watts Cookin,https://www.doordash.com/store/1453725/?pickup=false,"$$ • Breakfast, Fries",Closed • 2.1 mi,4.2,(24)
213,Landmark Cinemas,https://www.doordash.com/store/1356895/?pickup=false,"$$ • Snacks, Hot Dogs",Closed • 0.2 mi,4.0,(54)
214,Sushi Shop,https://www.doordash.com/store/286269/?pickup=false,"$$ • Bubble Tea, Bowls",Closed • 1.6 mi,4.5,(62)
215,Craft Beer Market,https://www.doordash.com/store/150092/?pickup=false,"$$ • Beer, Brunch",Closed • 0.3 mi,4.4,(590+)
216,Casablanca donair,https://www.doordash.com/store/519496/?pickup=false,"$$ • American, Burgers",Closed • 0.4 mi,4.0,(13)
217,Queen Pizza,https://www.doordash.com/store/2481280/?pickup=false,"$$ • Pizza, Poutineries",Closed • 0.5 mi,2.3,
218,Crisp French Fry Shop,https://www.doordash.com/store/1350728/?pickup=false,"$ • Canadian, Fries",Closed • 0.3 mi,,
219,Euphoria lounge,https://www.doordash.com/store/1066875/?pickup=false,"$$ • Pizza, Chicken Wings",Closed • 0.5 mi,2.3,
220,Demi's Poutines By Ghost Kitchens,https://www.doordash.com/store/477577/?pickup=false,"$$ • Indian, Italian",Closed • 1.2 mi,3.9,(196)
221,Downtown bistro,https://www.doordash.com/store/2322744/?pickup=false,"$$ • Sandwiches, Burgers",Closed • 0.5 mi,4.7,(11)
222,Top Donair,https://www.doordash.com/store/799897/?pickup=false,"$$ • Burgers, Chicken Wings",Closed • 0.3 mi,3.5,(24)
223,Matsunomi Japanese Cuisine,https://www.doordash.com/store/977360/?pickup=false,"$$ • Japanese, Sushi",Closed • 0.2 mi,5.0,
224,Select,https://www.doordash.com/store/722067/?pickup=false,"$$$ • Salads, burger",Closed • 0.5 mi,4.1,
225,Emperor's Palace Chinese Cuisine,https://www.doordash.com/store/567459/?pickup=false,"$$ • Chinese, Seafood",Closed • 0.4 mi,4.5,(16)
226,Stuff'd Sandwiches and Burgers,https://www.doordash.com/store/1278476/?pickup=false,"$$ • Fast Food, Sandwiches",Closed • 400 ft,4.5,(48)
227,Bistro 99 Inc.,https://www.doordash.com/store/2380767/?pickup=false,"$$ • Alcohol, Milk Shakes",Closed • 0.6 mi,5.0,
228,Tea Fusion,https://www.doordash.com/store/519488/?pickup=false,"$$ • Bubble Tea, Milk Tea",Closed • 0.2 mi,4.3,
229,Primera,https://www.doordash.com/store/1244929/?pickup=false,"$$ • Bakery, Cookies",Closed • 0.7 mi,5.0,
230,Polish Club Syrena,https://www.doordash.com/store/172618/?pickup=false,"$$ • Polish, Salads",Closed • 0.8 mi,4.1,
231,Iland Vybes Cafe,https://www.doordash.com/store/1411795/?pickup=false,"$$ • Jamaican, Cafe",Closed • 0.5 mi,,
232,The Confederation Lounge,https://www.doordash.com/store/1491769/?pickup=false,"$$ • Special Occasions, Custom Cocktails",Closed • 0.5 mi,5.0,
233,Shanghai Express,https://www.doordash.com/store/23387598/?pickup=false,"$$ • Chinese, Noodles",Closed • 0.4 mi,,
234,Basil pasta bar,https://www.doordash.com/store/23370268/?pickup=false,"$$ • Italian, Dessert",Closed • 0.4 mi,,
235,Cafe Lavi,https://www.doordash.com/store/149808/?pickup=false,"$ • Cafes, Takeout",Closed • 0.5 mi,,
236,139170718-680812387118052784,https://www.doordash.com/store/2441996/?pickup=false,$,Closed • 0.3 mi,,
237,Express Chef Indian Fusion,https://www.doordash.com/store/1518256/?pickup=false,"$$ • Indian, Burgers",Closed • 0.7 mi,2.6,
238,Rice & Curry House,https://www.doordash.com/store/540552/?pickup=false,"$$ • Indian, Curry",Closed • 0.7 mi,4.0,(48)
239,Yunshang rice noodle,https://www.doordash.com/store/23253649/?pickup=false,"$$ • Soup, Fried Rice",Closed • 0.5 mi,,
240,YC Pastry,https://www.doordash.com/store/2555689/?pickup=false,"$$ • Pastries, Dessert",Closed • 0.6 mi,,
241,Carlton Groceries & Deli,https://www.doordash.com/store/1347742/?pickup=false,"$$ • Deli, Beverages",Closed • 0.7 mi,,
242,cafe Lavi,https://www.doordash.com/store/1202535/?pickup=false,"$$ • Coffee & Tea, Cafe",Closed • 0.5 mi,4.3,
243,Liuyishou Hot Pot 刘一手火锅,https://www.doordash.com/store/567447/?pickup=false,"$$ • Hot Pot, Chinese",Closed • 0.4 mi,3.8,(34)
244,Mr. Donair and Sub in Canada Place,https://www.doordash.com/store/1056342/?pickup=false,"$$ • Greek, Halal",Closed • 0.4 mi,5.0,
245,YEG Halal Wings,https://www.doordash.com/store/1037836/?pickup=false,"$$ • Halal, Dessert",Closed • 0.5 mi,4.0,
246,Basil Box,https://www.doordash.com/store/879455/?pickup=false,"$$ • Gluten-Free, Snacks",Closed • 0.2 mi,4.0,(30)
247,Jojo's Wings,https://www.doordash.com/store/477572/?pickup=false,"$$ • Cheesecake, Wraps",Closed • 1.2 mi,3.9,(45)
248,Chez Pierre Cabaret,https://www.doordash.com/store/1337721/?pickup=false,"$$ • Tacos, Nachos",Closed • 0.4 mi,4.9,(10)
249,Hab97 Fried Chicken & Mexican Cantina,https://www.doordash.com/store/23066453/?pickup=false,"$$ • Snacks, Mexican",Closed • 0.5 mi,,
250,Paramount Fine Foods,https://www.doordash.com/store/531440/?pickup=false,"$$ • Wraps, Dessert",Closed • 0.2 mi,4.0,(72)
251,"Ronaldo,s pizza and donair",https://www.doordash.com/store/1459011/?pickup=false,"$$ • Pizza, Wraps",Closed • 2.2 mi,3.7,(21)
252,Snack Foods,https://www.doordash.com/store/1152161/?pickup=false,"$$ • Snacks, Chocolates",Closed • 1.1 mi,,
253,State & Main Kitchen & Bar,https://www.doordash.com/store/149745/?pickup=false,"$$ • Burgers, Steak",Closed • 0.4 mi,3.7,
254,PINE & DINE RESTURANT AND BAR,https://www.doordash.com/store/2439855/?pickup=false,"$ • Fish & Chips, Tacos",Closed • 1.1 mi,4.0,
255,Rayyan Restaurant,https://www.doordash.com/store/1379537/?pickup=false,"$$ • Seafood, Dessert",Closed • 0.3 mi,4.4,(90)
256,Allegro Italian kitchen,https://www.doordash.com/store/969641/?pickup=false,$$ • Italian,Closed • 1.2 mi,,
257,Fuel Up,https://www.doordash.com/store/742348/?pickup=false,"$$ • Dessert, Chicken",Closed • 1.2 mi,,
258,Red Bull,https://www.doordash.com/store/977579/?pickup=false,$$,Closed • 1.2 mi,,
259,T's Liquor,https://www.doordash.com/convenience/store/1817626/?pickup=false,"$$ • Alcohol, Beer",Closed • 2.3 mi,4.3,(41)
260,Shimiaodao Yunnan Rice Noodle,https://www.doordash.com/store/1648359/?pickup=false,"$$ • Noodles, Hot Pot",Closed • 1.7 mi,5.0,
261,139226082-587078943110692533,https://www.doordash.com/store/2820310/?pickup=false,$,Closed • 1.4 mi,,
262,Ho Ho Chinese Foods,https://www.doordash.com/store/1608413/?pickup=false,"$$ • Seafood, Stew",Closed • 1.6 mi,3.0,
263,Subiaco Pizza Cafe (Subiaco),https://www.doordash.com/store/1327505/?pickup=false,"$$ • Indian, Curry",Closed • 0.3 mi,3.0,
264,New partner place holder (DO NOT ACTIVATE),https://www.doordash.com/store/1361941/?pickup=false,$$,Closed • 0.4 mi,,
265,Pepe's Perogies By Ghost Kitchens,https://www.doordash.com/store/477612/?pickup=false,"$$ • Cheesecake, Bubble Tea",Closed • 1.2 mi,3.6,(52)
266,Amaya Indian Cuisine By Ghost Kitchens,https://www.doordash.com/store/1388045/?pickup=false,"$$ • Indian, Bakery",Closed • 1.2 mi,3.5,
267,Canadian Jerk By Ghost Kitchens,https://www.doordash.com/store/1078859/?pickup=false,"$$ • Canadian, Cheesecake",Closed • 1.2 mi,4.1,(13)
