,restaurant,url,category,distance,star,num_reviews
127,Home & Away,https://www.doordash.com/store/946995/?pickup=false,"$$ • Italian, Burgers",22 min • 0.3 mi,4.6,(298)
128,Purple Perk,https://www.doordash.com/store/934196/?pickup=false,"$$ • Breakfast, Eggs",26 min • 0.9 mi,4.5,(142)
129,Vera's Burger Shack,https://www.doordash.com/store/2207036/?pickup=false,"$ • Burgers, Fries",16 min • 0.3 mi,4.4,(186)
130,Yummy Q,https://www.doordash.com/store/764599/?pickup=false,"$$ • Cafe, Gelato",25 min • 1.2 mi,4.7,(262)
131,Meshi,https://www.doordash.com/store/443115/?pickup=false,"$$ • Japanese, Sushi",25 min • 0.6 mi,4.7,(670+)
132,Kawa Espresso Bar,https://www.doordash.com/store/1452259/?pickup=false,"$$ • Coffee & Tea, Breakfast",22 min • 0.9 mi,4.9,(131)
133,Bincho Izakaya,https://www.doordash.com/store/556811/?pickup=false,"$$ • Japanese, Sushi",22 min • 0.9 mi,4.5,(280)
134,Butterchick,https://www.doordash.com/store/2531050/?pickup=false,"$ • Street Food, Indian",20 min • 0.8 mi,3.5,(123)
135,Briggs Kitchen and Bar,https://www.doordash.com/store/99780/?pickup=false,"$$ • Appetizers, Salads",20 min • 0.3 mi,4.4,(80)
136,La Mano,https://www.doordash.com/store/1715493/?pickup=false,"$$ • Italian, Sandwiches",17 min • 0.5 mi,4.8,(143)
137,CHUNK'D Cookies,https://www.doordash.com/store/22967470/?pickup=false,"$$ • Cookies, Ice Cream",19 min • 1.2 mi,5.0,(29)
138,Wok Box,https://www.doordash.com/store/1864944/?pickup=false,"$ • Asian Fusion, Noodles",20 min • 0.6 mi,4.0,(192)
139,Chewgurt Yummy,https://www.doordash.com/store/2414772/?pickup=false,"$$ • Chinese, Frozen Yogurt",23 min • 1.3 mi,4.7,(144)
140,Upten Pizza Planet,https://www.doordash.com/store/2650461/?pickup=false,"$$ • Italian, Pizza",19 min • 800 ft,4.5,(50)
141,Cafe MED Restaurant,https://www.doordash.com/store/1538312/?pickup=false,"$$ • Café, Pizza",21 min • 800 ft,4.7,(103)
142,Snowcapz Cafe,https://www.doordash.com/store/1486283/?pickup=false,"$$ • Beverages, Cafe",21 min • 0.3 mi,4.6,(150)
143,Poco Loco Pizza (4 Avenue SW),https://www.doordash.com/store/99693/?pickup=false,"$$ • Italian, Pizza",22 min • 0.6 mi,4.4,(104)
144,Burnin Bird,https://www.doordash.com/store/2445748/?pickup=false,"$$ • Beer, Dessert",20 min • 0.7 mi,4.2,(28)
145,Frutta Gala,https://www.doordash.com/store/1750455/?pickup=false,"$$ • Latte, Snacks",21 min • 0.5 mi,4.8,(56)
146,Bridgeland Liquor Store,https://www.doordash.com/convenience/store/2578784/?pickup=false,"$$ • Alcohol, Beer",19 min • 0.9 mi,5.0,(16)
147,Green Chili - Fine Indian Cuisine,https://www.doordash.com/store/96084/?pickup=false,"$$ • Indian, Vegetarian",29 min • 1.5 mi,4.4,(830+)
148,Polly's Kitchen,https://www.doordash.com/store/2370534/?pickup=false,"$$ • Caribbean, Chicken",25 min • 1.5 mi,4.4,(188)
149,Circle K,https://www.doordash.com/convenience/store/1731013/?pickup=false,"$$ • Breakfast, Ice Cream",13 min • 800 ft,4.0,(33)
150,Han's Restaurant,https://www.doordash.com/store/100236/?pickup=false,"$$ • Chinese, Vegetarian",28 min • 0.4 mi,4.7,(315)
151,Dagu Rice Noodle 大鼓米线,https://www.doordash.com/store/1385030/?pickup=false,"$$ • Chinese, Snacks",18 min • 0.4 mi,4.8,(125)
152,Crepe Delicious,https://www.doordash.com/store/2850679/?pickup=false,"$ • Healthy, Desserts",19 min • 0.6 mi,4.0,(22)
153,pure street food,https://www.doordash.com/store/2632375/?pickup=false,"$$ • Street Food, Snacks",18 min • 0.3 mi,4.8,(33)
154,Cold Beer Liquor Store,https://www.doordash.com/store/1596415/?pickup=false,"$$ • Wine, Beer",28 min • 2.1 mi,4.7,(293)
155,Original Joe's,https://www.doordash.com/store/1783871/?pickup=false,"$$ • Burgers, Alcohol",23 min • 400 ft,4.3,(294)
156,N9na,https://www.doordash.com/store/1080592/?pickup=false,"$$ • Burgers, Poutineries",18 min • 0.5 mi,4.1,(63)
157,Shawarma House,https://www.doordash.com/store/404023/?pickup=false,"$$ • Shawarma, Sandwiches",22 min • 0.5 mi,4.3,(64)
158,Pablo Cheese Tart,https://www.doordash.com/store/2862659/?pickup=false,"$$ • Bakery, Smoothies",22 min • 1.7 mi,4.7,(55)
159,KATSU 17,https://www.doordash.com/store/2479873/?pickup=false,"$$ • Korean, Burgers",21 min • 0.8 mi,4.7,(51)
160,The Brewer's Apprentice,https://www.doordash.com/store/1449300/?pickup=false,"$$ • Beer, Wine & Spirits",17 min • 0.4 mi,4.7,(83)
161,Copper Branch,https://www.doordash.com/store/631559/?pickup=false,"$$ • Vegan, Coffee & Tea",22 min • 1.6 mi,4.6,"(1,500+)"
162,Moon Korean BBQ,https://www.doordash.com/store/566900/?pickup=false,"$$ • Korean, Barbecue",22 min • 0.4 mi,4.5,(265)
163,Ha long Bay Vietnamese Cuisine,https://www.doordash.com/store/2040401/?pickup=false,"$$ • Vietnamese, Rice Bowl",19 min • 0.2 mi,4.2,
164,South Street Burger,https://www.doordash.com/store/2254813/?pickup=false,"$$ • Burgers, Hot Dogs",19 min • 1.2 mi,4.5,(117)
165,La Diperie,https://www.doordash.com/store/2267737/?pickup=false,"$$ • Ice Cream, Cakes",19 min • 1.2 mi,4.4,(118)
166,Panago Pizza,https://www.doordash.com/store/1327435/?pickup=false,"$$ • Pizza, Salads",18 min • 0.6 mi,4.4,(124)
167,TOA Vietnamese Cuisine,https://www.doordash.com/store/364177/?pickup=false,"$$ • Vietnamese, Vegetarian",20 min • 0.6 mi,4.7,(158)
168,Kanpai Sushi on 8th,https://www.doordash.com/store/2373606/?pickup=false,"$$ • Japanese, Sushi",22 min • 0.9 mi,4.6,(47)
169,Saffron Street,https://www.doordash.com/store/2488690/?pickup=false,"$$ • Indian, Snacks",21 min • 0.3 mi,4.6,(83)
170,Shrub Bloom,https://www.doordash.com/store/1837083/?pickup=false,"$$ • Desserts, Sandwiches",18 min • 0.3 mi,4.3,(11)
171,The Cat'n Fiddle Pub,https://www.doordash.com/store/101452/?pickup=false,"$$ • Sandwiches, Snacks",27 min • 1.6 mi,4.4,(178)
172,Greenfish,https://www.doordash.com/store/23268269/?pickup=false,"$$ • Seafood, Japanese",20 min • 0.3 mi,,
173,Western Coffee Shop,https://www.doordash.com/store/99907/?pickup=false,"$$ • Sandwiches, Breakfast",28 min • 0.8 mi,4.4,(273)
174,Termeh Cafe Restaurant,https://www.doordash.com/store/1333871/?pickup=false,"$$ • Cafe, Kebabs",27 min • 0.3 mi,4.6,(148)
175,Spolumbo's Fine Foods,https://www.doordash.com/store/316748/?pickup=false,"$$ • Deli, Sandwiches",26 min • 2.4 mi,4.8,(210)
176,Cafe e-Rx,https://www.doordash.com/store/942868/?pickup=false,$$ • Coffee & Tea,27 min • 1.6 mi,4.9,(23)
177,Singapore Sam's Vegetarian and Gluten-Free,https://www.doordash.com/store/1543382/?pickup=false,"$$ • Vegetarian, Chicken",25 min • 0.5 mi,4.6,(147)
178,Wings & Things,https://www.doordash.com/store/1629437/?pickup=false,"$ • American, Fast Food",16 min • 0.3 mi,3.9,(50)
179,Burrito Bowl,https://www.doordash.com/store/2531038/?pickup=false,"$ • Churros, Tacos",25 min • 0.8 mi,3.5,(22)
180,Spring Roll Chalet,https://www.doordash.com/store/1036439/?pickup=false,"$$ • Vietnamese, Vermicelli",21 min • 0.6 mi,4.6,(36)
181,Calgary Shawarma,https://www.doordash.com/store/100072/?pickup=false,"$$ • Wraps, Salads",26 min • 1.2 mi,4.5,(124)
182,A&W Canada,https://www.doordash.com/store/1670766/?pickup=false,"$$ • Canadian, Breakfast",16 min • 600 ft,4.4,(198)
183,Burger Inn,https://www.doordash.com/store/100910/?pickup=false,"$ • Chicken, Burgers",29 min • 0.6 mi,4.6,(499)
184,American Eclectic Burger,https://www.doordash.com/store/680003/?pickup=false,"$ • American, Burgers",19 min • 0.6 mi,4.1,(137)
185,AGNI Fine Indian Cuisine,https://www.doordash.com/store/1607274/?pickup=false,"$$ • Indian, Tandoori",28 min • 1.3 mi,4.6,(119)
186,Deepak's Dhaba Indian Food & Market,https://www.doordash.com/store/2655641/?pickup=false,"$$ • Indian, Vegan",26 min • 1.2 mi,4.5,(42)
187,Truedan Crescent Heights,https://www.doordash.com/store/1372122/?pickup=false,"$$ • Dairy Free, Taiwanese",25 min • 1.2 mi,4.6,(189)
188,Canadian Pizza Unlimited,https://www.doordash.com/store/99536/?pickup=false,"$ • Pizza, Shawarma",30 min • 1.2 mi,4.2,(470)
189,Soleil Bistro & Bar,https://www.doordash.com/store/22990272/?pickup=false,"$$ • French, Waffles",20 min • 0.6 mi,4.6,(14)
190,Donair Station / Kabul Lounge,https://www.doordash.com/store/1764341/?pickup=false,"$$ • Middle Eastern, Wraps",21 min • 0.8 mi,3.2,(59)
191,Rodney's Oyster House,https://www.doordash.com/store/1958878/?pickup=false,"$$ • Seafood, Fish",24 min • 0.4 mi,4.7,(28)
192,Pizza & Fritou Chicken Downtown,https://www.doordash.com/store/173249/?pickup=false,"$ • Fried Chicken, Pizza",29 min • 800 ft,4.1,(279)
