,restaurant,url,category,distance,star,num_reviews
194,Couche-Tard,https://www.doordash.com/convenience/store/1343959/?pickup=false,"$$ • Breakfast, Sandwiches",700 ft • 14 min,4.0,(28)
195,Madina Supermaket,https://www.doordash.com/convenience/store/1509154/?pickup=false,"$$ • Grocery, Convenience",1.1 mi • 24 min,4.3,(140)
196,Cacao 70,https://www.doordash.com/store/2837799/?pickup=false,"$$ • Cafe, Fondue",0.8 mi • 26 min,4.5,(68)
197,Kafe Kafta,https://www.doordash.com/store/970980/?pickup=false,"$$ • Salads, Poutineries",1.8 mi • 27 min,4.4,(24)
198,Chatime Chinatown,https://www.doordash.com/store/1438218/?pickup=false,"$$ • Bubble Tea, Milk Tea",1.1 mi • 21 min,4.3,(30)
199,La Belle Et La Boeuf,https://www.doordash.com/store/640506/?pickup=false,"$$ • Burgers, Poutineries",0.3 mi • 30 min,4.2,(242)
200,Good Reason,https://www.doordash.com/store/1635262/?pickup=false,"$$ • Burgers, Dessert",1.2 mi • 24 min,4.6,(205)
201,Boom J`S Cuisine,https://www.doordash.com/store/708104/?pickup=false,"$$ • Jamaican, Chicken",1.7 mi • 29 min,4.5,(760+)
202,Roasters Rotisseries & Bar,https://www.doordash.com/store/636014/?pickup=false,"$$ • Burgers, Bar and Grill",0.7 mi • 30 min,4.3,(88)
203,L'Academie (Crescent),https://www.doordash.com/store/718993/?pickup=false,"$$ • Seafood, Fries",300 ft • 25 min,4.2,(106)
204,Escondite Vieux Montréal,https://www.doordash.com/store/957461/?pickup=false,"$$ • Mexican, Tacos",1.3 mi • 28 min,4.6,(318)
205,Chez-Devi,https://www.doordash.com/store/702934/?pickup=false,"$$ • Indian, Vegetarian",700 ft • 27 min,4.3,(453)
206,Royal Biryani Restaurant,https://www.doordash.com/store/1172096/?pickup=false,"$$ • Indian, Curry",0.2 mi • 21 min,3.9,(54)
207,Spicy Noodle Express,https://www.doordash.com/store/1224775/?pickup=false,"$$ • Chinese, Chicken",0.8 mi • 27 min,4.3,(153)
208,Rumi,https://www.doordash.com/store/629945/?pickup=false,"$$ • Middle Eastern, Dessert",1.7 mi • 26 min,4.2,(68)
209,Restaurant Shanghai Grill (Rue Sainte-Catherine O),https://www.doordash.com/store/630107/?pickup=false,"$$ • Chinese, Seafood",0.8 mi • 25 min,4.3,(47)
210,Lotus Plus - Centre des mets chinois à Montréal,https://www.doordash.com/store/1213038/?pickup=false,"$$ • Fried Rice, Noodles",2.0 mi • 30 min,4.5,(510+)
211,Jardin Du Cerf,https://www.doordash.com/store/1321774/?pickup=false,"$$ • Seafood, Noodles",1.1 mi • 22 min,4.9,(10)
212,Chez anna,https://www.doordash.com/store/1333254/?pickup=false,"$$ • Hearty, Salads",1.3 mi • 28 min,4.8,(52)
213,Tim Hortons,https://www.doordash.com/store/1042379/?pickup=false,"$$ • Canadian, Sandwiches",0.2 mi • 17 min,3.7,(69)
214,Casina,https://www.doordash.com/store/1416719/?pickup=false,"$$ • Italian, Sandwiches",1.8 mi • 29 min,4.6,(273)
215,Sho-Dan,https://www.doordash.com/store/630135/?pickup=false,"$$ • Sushi, Japanese",0.3 mi • 24 min,4.8,(56)
216,La Belle Corée,https://www.doordash.com/store/1100639/?pickup=false,"$$ • Korean, Bibimpap",1.8 mi • 29 min,4.3,(198)
217,Venice,https://www.doordash.com/store/714874/?pickup=false,"$$ • Burgers, Poke",1.2 mi • 27 min,4.7,(222)
218,Make a Shake,https://www.doordash.com/store/1659151/?pickup=false,"$$ • Dessert, Sweets",0.8 mi • 23 min,4.2,(31)
219,Pizza City,https://www.doordash.com/store/708060/?pickup=false,"$$ • Pizza, Poutineries",2.1 mi • 28 min,3.9,(106)
220,Pub Lord William,https://www.doordash.com/store/714662/?pickup=false,"$$ • Sandwiches, Sweet Potato Fries",1.0 mi • 26 min,4.6,(34)
221,Restaurant les Traditions Mediterranean,https://www.doordash.com/store/1334538/?pickup=false,"$$ • Mediterranean, Sandwiches",0.2 mi • 25 min,4.6,(138)
222,Mai Xiang Yuan Dumpling,https://www.doordash.com/store/629842/?pickup=false,"$$ • Chinese, Dumplings",0.4 mi • 26 min,4.6,(113)
223,UNIBURGER,https://www.doordash.com/store/1736951/?pickup=false,$$ • Burgers,1.3 mi • 29 min,4.5,(232)
224,Bistro Thanjai,https://www.doordash.com/store/877467/?pickup=false,"$$ • Indian, Dessert",0.3 mi • 25 min,4.3,(670+)
225,Nouilles Lacai 1966,https://www.doordash.com/store/698668/?pickup=false,"$$ • Vietnamese, Vermicelli",1.1 mi • 25 min,4.6,(118)
226,Green Gazoline Burger,https://www.doordash.com/store/23095005/?pickup=false,"$$ • Milk Shakes, Bowls",1.3 mi • 25 min,4.4,(15)
227,Resto Pho Cali,https://www.doordash.com/store/2401945/?pickup=false,"$$ • Vietnamese, Soup",1.4 mi • 21 min,4.5,(73)
228,Dagwoods,https://www.doordash.com/store/2605092/?pickup=false,"$$ • Sandwiches, Salads",2.0 mi • 29 min,4.6,(82)
229,Nagoya Sushi,https://www.doordash.com/store/1009293/?pickup=false,"$$ • Japanese, Sushi",0.7 mi • 26 min,4.5,(53)
230,Bello,https://www.doordash.com/store/630243/?pickup=false,"$$ • Italian, Dessert",1.1 mi • 26 min,4.7,(39)
231,Napoli Pizzeria,https://www.doordash.com/store/714574/?pickup=false,"$$ • Italian, Pizza",1.4 mi • 26 min,4.3,(180)
232,Pizza Bella,https://www.doordash.com/store/1171989/?pickup=false,"$ • Pizza, Chicken",0.2 mi • 24 min,4.1,(97)
233,Restaurant Chez Chen,https://www.doordash.com/store/629710/?pickup=false,"$$ • Chinese, Seafood",0.2 mi • 29 min,4.6,(42)
234,Le Poke Station,https://www.doordash.com/store/2382012/?pickup=false,"$$ • Poke, Tempura",1.1 mi • 23 min,4.8,(218)
235,Station Berlin,https://www.doordash.com/store/1509206/?pickup=false,"$$ • German, Schnitzel",1.5 mi • 28 min,4.3,(150)
236,Vargas Steakhouse,https://www.doordash.com/store/966204/?pickup=false,"$$ • Seafood, Salads",0.6 mi • 29 min,4.4,(110)
237,Sésame,https://www.doordash.com/store/1164014/?pickup=false,"$$ • Vegetarian, Dumplings",1.0 mi • 25 min,4.4,(72)
238,Paradise Biryani Pointe,https://www.doordash.com/store/630018/?pickup=false,"$$ • Indian, Appetizers",0.3 mi • 21 min,4.0,(880+)
239,Olu Olu Poke,https://www.doordash.com/store/23004054/?pickup=false,"$$ • Hawaiian, Poke",1.4 mi • 28 min,4.6,(34)
240,Smile Restaurant,https://www.doordash.com/store/714778/?pickup=false,"$$ • Sandwiches, Chicken",2.1 mi • 29 min,4.5,(34)
241,Restaurant Krood,https://www.doordash.com/store/2496906/?pickup=false,"$$ • French, Alcohol",1.4 mi • 25 min,4.7,(10)
242,Oh Dumplings,https://www.doordash.com/store/748372/?pickup=false,"$$ • Chinese, Soup",1.1 mi • 30 min,4.4,(52)
243,Fang Chi,https://www.doordash.com/store/1513417/?pickup=false,"$$ • Chinese, Seafood",1.4 mi • 26 min,4.5,(176)
244,Sham,https://www.doordash.com/store/921742/?pickup=false,"$$ • Sandwiches, Salads",2.2 mi • 29 min,4.8,(234)
245,Sweet Girl,https://www.doordash.com/store/1098057/?pickup=false,"$$ • Cookies, Sweets",1.2 mi • 25 min,4.3,(67)
246,A&W Canada,https://www.doordash.com/store/1838326/?pickup=false,"$$ • Canadian, Breakfast",0.2 mi • 16 min,4.6,(114)
247,Restaurant Amir,https://www.doordash.com/store/638111/?pickup=false,"$$ • Falafel, Shawarma",0.8 mi • 22 min,4.0,(145)
248,Baguette Brochette,https://www.doordash.com/store/23160784/?pickup=false,"$$ • Bowls, Salads",1.3 mi • 28 min,4.7,(17)
249,Chic Choc Burger,https://www.doordash.com/store/1464571/?pickup=false,"$$ • Burgers, Poutineries",0.9 mi • 24 min,4.3,(21)
250,Coco fresh tea and juice,https://www.doordash.com/store/2561464/?pickup=false,"$$ • Milk Tea, Fruit Tea",1.1 mi • 23 min,4.6,(18)
251,St-Hubert,https://www.doordash.com/store/821025/?pickup=false,"$$ • French, Chicken",0.8 mi • 27 min,4.2,(820+)
252,Golden Thali,https://www.doordash.com/store/1251244/?pickup=false,"$$ • Tandoori, Lamb",1.4 mi • 26 min,4.2,(184)
253,Yo Mama's Burgers,https://www.doordash.com/store/1212452/?pickup=false,"$$ • Fries, Burgers",0.8 mi • 28 min,4.0,(32)
254,Le 5 Mai Déjeuners Mexicains Et Plus,https://www.doordash.com/store/2306876/?pickup=false,"$$ • Mexican, Tacos",1.7 mi • 30 min,4.7,(253)
255,Pizza Dany,https://www.doordash.com/store/2252067/?pickup=false,$ • Pizza,0.2 mi • 23 min,4.2,(55)
256,Les Délices Sirar,https://www.doordash.com/store/1459305/?pickup=false,"$$ • Moroccan, Dessert",1.7 mi • 25 min,4.5,(51)
257,Tzatziki Brothers,https://www.doordash.com/store/23196648/?pickup=false,"$$ • Salads, Baklava",0.8 mi • 28 min,5.0,
258,Palme,https://www.doordash.com/store/1019515/?pickup=false,$$ • Caribbean,2.0 mi • 30 min,4.7,(132)
259,Thé Perlé,https://www.doordash.com/store/22966135/?pickup=false,"$$ • Breakfast, Fruit Tea",1.6 mi • 30 min,5.0,
260,Mango Bay Resto Bar,https://www.doordash.com/store/1645664/?pickup=false,"$$ • Jamaican, Chicken",0.3 mi • 22 min,4.7,(82)
261,Jade,https://www.doordash.com/store/1608827/?pickup=false,"$$ • Chinese, Vegetarian",1.1 mi • 27 min,4.3,(131)
262,Restaurant Fung Shing (Boul Saint-Laurent),https://www.doordash.com/store/1065301/?pickup=false,"$$ • Chinese, Noodles",1.1 mi • 24 min,4.6,(80)
263,Royal Sushi,https://www.doordash.com/store/1595647/?pickup=false,"$$ • Japanese, Nigiri",1.6 mi • 25 min,4.7,(43)
264,Phyllo Bar Melina's,https://www.doordash.com/store/1788960/?pickup=false,"$$ • Coffee, Dessert",2.1 mi • 28 min,4.9,(88)
265,Cantine Emilia,https://www.doordash.com/store/1070047/?pickup=false,"$$ • Poutineries, Sandwiches",1.1 mi • 28 min,4.3,(35)
266,The Dumpling Hut,https://www.doordash.com/store/714824/?pickup=false,$$ • Dumplings,1.1 mi • 27 min,4.7,(89)
267,Restaurant La Toile,https://www.doordash.com/store/2642822/?pickup=false,"$$ • French, Pizza",1.1 mi • 27 min,4.9,(20)
268,Vargas Sushi Bar,https://www.doordash.com/store/966233/?pickup=false,"$$ • Sushi Bars, Seafood",0.6 mi • 24 min,4.2,
269,BABACOOL MTL,https://www.doordash.com/store/23308484/?pickup=false,"$$ • Mediterranean, Salads",1.1 mi • 24 min,5.0,
270,My Canh,https://www.doordash.com/store/1015154/?pickup=false,"$$ • Vermicelli, Soup",1.1 mi • 25 min,4.5,(72)
271,Nouilles Dragon,https://www.doordash.com/store/23364817/?pickup=false,$$ • Noodles,0.9 mi • 26 min,,
272,Restaurant Zaika,https://www.doordash.com/store/629720/?pickup=false,"$$ • Dessert, Biryani",1.6 mi • 29 min,4.4,(21)
273,Hero Certified Burgers,https://www.doordash.com/store/1597465/?pickup=false,"$$ • Burgers, Family Meals",500 ft • 22 min,4.3,(67)
274,Le Gras Dur,https://www.doordash.com/store/23216647/?pickup=false,"$$ • Poutineries, Dessert",1.1 mi • 26 min,,
275,Benny & Co.,https://www.doordash.com/store/1663985/?pickup=false,"$$ • Beverages, French",0.6 mi • 24 min,4.4,(300)
276,Szechwan et Nouilles,https://www.doordash.com/store/1616447/?pickup=false,"$$ • Chinese, Chicken",2.1 mi • 27 min,4.2,(70)
277,Laurier BBQ,https://www.doordash.com/store/22929737/?pickup=false,"$$ • Chicken, Sandwiches",2.0 mi • 27 min,4.6,(13)
278,Delicieux,https://www.doordash.com/store/1174285/?pickup=false,"$$ • Noodles, Soup",1.2 mi • 27 min,4.7,(38)
279,Basha,https://www.doordash.com/store/1267718/?pickup=false,"$$ • Lebanese, Sandwiches",0.4 mi • 17 min,3.5,(11)
280,POKE ICI,https://www.doordash.com/store/2605309/?pickup=false,"$$ • Poke, Sashimi",1.5 mi • 27 min,5.0,(43)
281,POKE FIJI,https://www.doordash.com/store/1322828/?pickup=false,"$$ • Japanese, Poke",1.8 mi • 29 min,4.6,(91)
282,Café - Pâtisserie - Traiteur le M,https://www.doordash.com/store/1488658/?pickup=false,"$$ • Cafe, Dessert",0.2 mi • 25 min,4.8,(20)
283,Toro Rosso,https://www.doordash.com/store/970881/?pickup=false,"$$ • Dinner, Italian",1.9 mi • 26 min,4.3,(39)
284,Slice & Soda,https://www.doordash.com/store/1749527/?pickup=false,"$$ • Italian, Pizza",1.1 mi • 29 min,4.5,(100)
285,P23 dumplings- The Point,https://www.doordash.com/store/2605803/?pickup=false,"$$ • Chinese, Dumplings",1.5 mi • 29 min,4.5,(50)
286,Teochew Foodie,https://www.doordash.com/store/23009056/?pickup=false,"$$ • Deli, Chinese",1.5 mi • 28 min,5.0,
287,Rotisserie Mile End,https://www.doordash.com/store/1526971/?pickup=false,"$$ • Chicken, Sandwiches",2.0 mi • 30 min,4.5,(76)
288,Roi du taco express,https://www.doordash.com/store/1670534/?pickup=false,"$$ • Mexican, Tortas",2.1 mi • 28 min,4.5,(12)
289,Trattoria Trestevere,https://www.doordash.com/store/989852/?pickup=false,"$$ • Italian, Chicken",0.2 mi • 26 min,4.1,
290,Restaurant Tivoli Bardo,https://www.doordash.com/store/2732511/?pickup=false,"$$ • French, Pizza",2.0 mi • 29 min,4.1,(13)
291,College Cafe,https://www.doordash.com/store/1801782/?pickup=false,"$$ • Cafe, Sandwiches",0.2 mi • 26 min,4.3,
292,Marché Sushi Poke,https://www.doordash.com/store/1335801/?pickup=false,"$$ • Nigiri, Sushi",1.3 mi • 30 min,4.5,(95)
293,Jugo Juice,https://www.doordash.com/store/2554750/?pickup=false,"$$ • Smoothies, Juice Bar",0.2 mi • 18 min,4.9,(12)
294,Valentine,https://www.doordash.com/store/1101949/?pickup=false,"$$ • Fast Food, Poutineries",0.4 mi • 19 min,3.9,(113)
295,Bubble Tea Shop,https://www.doordash.com/store/23153377/?pickup=false,"$$ • Bubble Tea, Juice Bar",0.4 mi • 20 min,,
296,Le Petit Vibe,https://www.doordash.com/store/23351004/?pickup=false,"$$ • Filipino, Hawaiian",1.1 mi • 28 min,4.8,
297,La Scampia,https://www.doordash.com/store/1448771/?pickup=false,"$$ • Italian, Coffee",1.5 mi • 28 min,1.0,
298,La Fabrique de Bagel Montreal,https://www.doordash.com/store/1040319/?pickup=false,"$$ • Sandwiches, Pastries",0.4 mi • 26 min,4.6,(27)
299,G.O.A.T. Grill,https://www.doordash.com/store/1520490/?pickup=false,"$$ • Chicken, Sandwiches",1.7 mi • 28 min,4.6,(107)
300,Poutine Lafleur (3665 Rue Wellington),https://www.doordash.com/store/1154426/?pickup=false,"$$ • Fast Food, Poutineries",2.3 mi • 30 min,4.3,(46)
301,Depanneur Snackzilla,https://www.doordash.com/store/2274435/?pickup=false,"$$ • Candy, American",2.3 mi • 30 min,4.6,(15)
302,Junior,https://www.doordash.com/store/1215931/?pickup=false,"$$ • Filipino, Noodles",1.0 mi • 28 min,4.7,(97)
303,La Morelia Restaurant,https://www.doordash.com/store/1180196/?pickup=false,"$$ • Mexican, Tacos",2.0 mi • 27 min,4.3,(10)
304,Le Gout Du Vietnam,https://www.doordash.com/store/714481/?pickup=false,"$$ • Vietnamese, Soup",1.9 mi • 29 min,4.3,(67)
305,"Eurovap - Munchies, Snacks & Sodas Exotiques",https://www.doordash.com/store/1872277/?pickup=false,"$$ • Popcorn, Chocolates",2.2 mi • 27 min,4.7,(23)
306,Shushu Bar a Poke + Sushi,https://www.doordash.com/store/23128778/?pickup=false,"$$ • Nigiri, Tempura",2.0 mi • 28 min,4.7,(11)
307,Copper Branch,https://www.doordash.com/store/1314864/?pickup=false,"$$ • Vegan, Coffee & Tea",0.2 mi • 18 min,4.6,(100)
308,Sugar Marmalade,https://www.doordash.com/store/2608028/?pickup=false,"$$ • Asian Fusion, Noodles",1.1 mi • 29 min,3.8,(19)
309,La Marinara Express,https://www.doordash.com/store/1464608/?pickup=false,"$$ • Salads, Dessert",0.3 mi • 25 min,4.8,
310,Restaurant Asha,https://www.doordash.com/store/990250/?pickup=false,"$$ • Indian, Chicken",0.8 mi • 29 min,4.0,
311,Steak Frites,https://www.doordash.com/store/2055114/?pickup=false,"$$ • Steakhouses, Burgers",0.9 mi • 28 min,4.2,(13)
312,Lattuca Barbecue,https://www.doordash.com/store/629991/?pickup=false,"$$ • BBQ, Barbecue",1.3 mi • 30 min,4.5,(22)
313,Fiorella,https://www.doordash.com/store/2704791/?pickup=false,"$$ • Italian, Fish",0.3 mi • 27 min,3.0,
314,Grillades Torino,https://www.doordash.com/store/1090872/?pickup=false,"$$ • Mediterranean, Poutineries",0.4 mi • 24 min,4.3,(213)
315,Second Cup,https://www.doordash.com/store/2355632/?pickup=false,"$$ • Bakery, Espresso",0.3 mi • 21 min,4.1,(17)
316,La Diperie,https://www.doordash.com/store/2663415/?pickup=false,"$$ • Ice Cream, Cakes",1.0 mi • 25 min,4.5,(35)
317,Hooters,https://www.doordash.com/store/1090867/?pickup=false,"$$ • Chicken Tenders, Chicken Wings",800 ft • 25 min,3.6,(271)
318,Küto Comptoir à Tartares,https://www.doordash.com/store/937162/?pickup=false,"$$ • Alcohol, Seafood",1.1 mi • 27 min,4.6,(107)
319,The Cheesecake Factory Bakery at La Diperie,https://www.doordash.com/store/1357336/?pickup=false,"$$ • Cheesecake, Cupcakes",2.0 mi • 27 min,4.6,(57)
320,Van Houtte,https://www.doordash.com/store/1108398/?pickup=false,"$$ • Pastries, Breakfast",1.5 mi • 27 min,4.3,(77)
321,Rocky Mtn Chocolate,https://www.doordash.com/store/842736/?pickup=false,"$$ • Chocolate, Dessert",0.5 mi • 24 min,4.7,(19)
322,Wally's Crème Glacée Végane,https://www.doordash.com/store/1723543/?pickup=false,"$$ • Vegan, Ice Cream",1.2 mi • 25 min,5.0,
323,Main Xiang Yuan,https://www.doordash.com/store/23166210/?pickup=false,"$$ • Curry, Lamb",0.2 mi • 21 min,,
324,Chop Crazy Gare Centrale,https://www.doordash.com/store/23214374/?pickup=false,"$$ • Healthy, Poke",0.6 mi • 23 min,,
325,Carre Confiseries (Peel St),https://www.doordash.com/store/1065458/?pickup=false,"$$ • Candy Stores, Convenience",0.3 mi • 22 min,5.0,
326,Rhum Cafe,https://www.doordash.com/store/1245459/?pickup=false,"$ • Family Meals, Cafe",1.9 mi • 25 min,3.6,
327,Le Vieux Dublin Pub & Restaurant,https://www.doordash.com/store/748189/?pickup=false,"$$ • Irish, Alcohol",0.6 mi • 26 min,5.0,
328,Ting Xang Dumpling,https://www.doordash.com/store/896476/?pickup=false,"$$ • Chinese, Dumplings",1.2 mi • 27 min,1.0,
329,Saké Grillades,https://www.doordash.com/store/748341/?pickup=false,"$$ • Japanese, Sushi",1.8 mi • 28 min,3.3,(12)
330,Chicha Restaurant,https://www.doordash.com/store/2645063/?pickup=false,"$$ • Chinese, Japanese",0.6 mi • 28 min,4.0,
331,Restaurant Pho Mont Royal,https://www.doordash.com/store/630022/?pickup=false,"$$ • Vietnamese, Seafood",2.1 mi • Closed,4.4,(365)
332,Eggspectation,https://www.doordash.com/store/879336/?pickup=false,"$$ • American (Traditional), Breakfast & Brunch",600 ft • Closed,4.4,(467)
333,Le Trou inc.,https://www.doordash.com/store/1168118/?pickup=false,"$$ • Sandwiches, Bagels",1.0 mi • Closed,4.7,(136)
334,Just Pressed,https://www.doordash.com/store/629791/?pickup=false,"$$ • Smoothies, Coffee",0.3 mi • Closed,4.7,(161)
335,Les Glaceurs,https://www.doordash.com/store/748195/?pickup=false,"$$ • Cupcakes, Gluten-Free",0.6 mi • Closed,4.5,(238)
336,Freshii,https://www.doordash.com/store/786690/?pickup=false,"$$ • Burritos, Smoothies",0.8 mi • Closed,4.5,(163)
337,La Fabrique de Bagel,https://www.doordash.com/store/1050435/?pickup=false,"$$ • Pastries, Bagels",1.1 mi • Closed,4.5,(550+)
338,Tommy Cafe,https://www.doordash.com/store/896350/?pickup=false,"$$ • Cafe, Coffee & Tea",1.2 mi • Closed,4.4,(81)
339,Pamplemousse Cafe,https://www.doordash.com/store/878586/?pickup=false,"$$ • Breakfast, Sandwiches",1.8 mi • Closed,4.5,(221)
340,Boba Boba,https://www.doordash.com/store/1083552/?pickup=false,"$$ • Boba, Bubble Tea",0.5 mi • Closed,4.5,(154)
341,Restaurant Le Boucan,https://www.doordash.com/store/629740/?pickup=false,"$$ • Barbecue, Sandwiches",0.9 mi • Closed,4.6,(181)
342,Universel,https://www.doordash.com/store/748356/?pickup=false,"$$ • Breakfast, Salads",0.8 mi • Closed,4.5,(86)
343,Meet Fresh,https://www.doordash.com/store/1783537/?pickup=false,"$$ • Bubble Tea, Dessert",0.3 mi • Closed,4.7,(183)
344,Presse Café,https://www.doordash.com/store/1048692/?pickup=false,"$$ • Pastries, Sandwiches",0.3 mi • Closed,3.6,
345,Restaurant Mr.DAKGALBI,https://www.doordash.com/store/1226034/?pickup=false,"$$ • Asian Fusion, Vegetarian",0.5 mi • Closed,4.3,(46)
346,BIS,https://www.doordash.com/store/940020/?pickup=false,"$$ • Italian, Vegetarian",0.3 mi • Closed,4.6,(71)
347,Brioche Dorée,https://www.doordash.com/store/783000/?pickup=false,"$ • Bakery, Salads",1.0 mi • Closed,4.2,(37)
348,Le Vieux St-Laurent,https://www.doordash.com/store/728893/?pickup=false,"$ • Omelets, Eggs",1.3 mi • Closed,4.5,(680+)
349,Burger Fiancé,https://www.doordash.com/store/1424196/?pickup=false,"$$ • American, Fast Food",1.0 mi • Closed,4.6,(207)
350,Au Pain Doré,https://www.doordash.com/store/1005804/?pickup=false,"$$ • Sandwiches, Salads",0.3 mi • Closed,4.6,(42)
351,La Fabrique de Bagel - Westmount,https://www.doordash.com/store/1749601/?pickup=false,"$$ • Bagels, Pastries",0.8 mi • Closed,4.4,(72)
352,Mizan gourmet,https://www.doordash.com/convenience/store/1351829/?pickup=false,"$$ • Convenience, Grocery",0.2 mi • Closed,4.1,(180)
353,Cafe Vasco Da Gama,https://www.doordash.com/store/23036222/?pickup=false,"$$ • Breakfast, Desserts",0.3 mi • Closed,5.0,
354,Noobox,https://www.doordash.com/store/776171/?pickup=false,"$$ • Vietnamese, Dessert",1.0 mi • Closed,4.1,(16)
355,Livia (1468 Peel St),https://www.doordash.com/store/891733/?pickup=false,"$$ • Healthy, Coffee",0.3 mi • Closed,4.5,(35)
356,L2 Lounge (Rue De La Gauchetiere O),https://www.doordash.com/store/768740/?pickup=false,"$$ • Bubble Tea, Dessert",1.1 mi • Closed,4.7,(149)
357,Julian's Comptoir Gourmand,https://www.doordash.com/store/713835/?pickup=false,"$$ • Coffee, Brunch",1.4 mi • Closed,4.7,(371)
358,Les Moulins La Fayette,https://www.doordash.com/store/884101/?pickup=false,"$$ • Cafe, Dessert",1.0 mi • Closed,4.4,(11)
359,Sushiyo,https://www.doordash.com/store/1022508/?pickup=false,"$$ • Japanese, Sashimi",0.5 mi • Closed,4.6,(46)
360,The Bier Markt,https://www.doordash.com/store/1064941/?pickup=false,"$$ • Pizza, Burgers",0.4 mi • Closed,4.2,(30)
361,Al-Taib Express,https://www.doordash.com/store/747997/?pickup=false,"$$ • Pizza, Pie",900 ft • Closed,4.2,(135)
362,Avesta Restaurant,https://www.doordash.com/store/1251150/?pickup=false,"$$ • Turkish, Sandwiches",0.5 mi • Closed,4.6,(94)
363,Les Brunchs de Mathieu,https://www.doordash.com/store/777585/?pickup=false,"$$ • Breakfast, French",1.4 mi • Closed,4.4,(161)
364,Allo! Mon Coco,https://www.doordash.com/store/1390347/?pickup=false,"$$ • Breakfast, Salads & Paninis",0.3 mi • Closed,4.6,(378)
365,Cachitos,https://www.doordash.com/store/714299/?pickup=false,"$$ • Venezuelan, Dessert",1.1 mi • Closed,4.6,(30)
366,Pizza Soleil,https://www.doordash.com/store/986796/?pickup=false,$$ • Pizza,0.6 mi • Closed,4.5,(10)
367,Spirulina,https://www.doordash.com/store/2467075/?pickup=false,"$$ • Coffee, Toast",1.8 mi • Closed,4.7,(64)
368,Resto Café Oxford,https://www.doordash.com/store/693785/?pickup=false,"$$ • Cafe, Breakfast",2.5 mi • Closed,4.6,(305)
369,Farrouj Express,https://www.doordash.com/store/1325071/?pickup=false,"$$ • Lebanese, Sandwiches",0.8 mi • Closed,4.6,(97)
370,Sushi Ste-catherine,https://www.doordash.com/store/1354092/?pickup=false,"$$ • Japanese, Sushi",0.3 mi • Closed,4.6,(76)
371,Snatch Restaurant,https://www.doordash.com/store/1154522/?pickup=false,"$$ • Burgers, Tacos",1.6 mi • Closed,4.3,(117)
372,Barley,https://www.doordash.com/store/630219/?pickup=false,"$$ • Grocery, Brunch",1.1 mi • Closed,4.6,(245)
373,Belle province familiale,https://www.doordash.com/store/1640957/?pickup=false,"$$ • Dinner, Lunch",1.5 mi • Closed,4.1,(181)
374,Sushiman,https://www.doordash.com/store/881324/?pickup=false,"$ • Japanese, Nigiri",0.4 mi • Closed,4.6,(28)
375,5Senses,https://www.doordash.com/store/2415377/?pickup=false,"$$ • Coffee, Salads",0.8 mi • Closed,,
376,Kame Snack-Bar,https://www.doordash.com/store/1022511/?pickup=false,"$$ • Hawaiian, Poke",1.8 mi • Closed,4.6,(65)
377,Les Grillades Du Cèdre,https://www.doordash.com/store/742890/?pickup=false,"$$ • Lebanese, Breakfast",1.3 mi • Closed,4.5,
378,Pizzeria Heirloom,https://www.doordash.com/store/994145/?pickup=false,"$$ • Lunch, Dinner",1.1 mi • Closed,4.2,(62)
379,Cafe Aunja,https://www.doordash.com/store/1048211/?pickup=false,"$$ • Sandwiches, Dessert",400 ft • Closed,4.9,(190)
380,Peel Pub,https://www.doordash.com/store/2803538/?pickup=false,"$$ • Burgers, Pizza",0.4 mi • Closed,4.7,
381,Enoteca Monza Pizzeria Moderna,https://www.doordash.com/store/894303/?pickup=false,"$$ • Italian, Pizza",0.5 mi • Closed,4.2,(123)
382,Buffalo Bill Wings,https://www.doordash.com/store/2499626/?pickup=false,"$$ • Burgers, Fried Chicken",1.3 mi • Closed,4.2,(85)
383,Metro Cellular / SIM Cards,https://www.doordash.com/store/2230340/?pickup=false,"$$ • Convenience, Delivery",1.4 mi • Closed,5.0,
384,La Fabrique,https://www.doordash.com/store/1185012/?pickup=false,"$$ • Brunch, Grocery",1.4 mi • Closed,4.7,(98)
385,Breizh Cafe - Crêperie Bretonne,https://www.doordash.com/store/1380198/?pickup=false,"$$ • Creperies, Dessert",1.3 mi • Closed,4.8,(71)
386,Cora,https://www.doordash.com/store/1275570/?pickup=false,"$$ • Eggs, Crepes",0.3 mi • Closed,4.5,(294)
387,Atti Express,https://www.doordash.com/store/778918/?pickup=false,"$$ • Korean BBQ, Korean",0.9 mi • Closed,4.8,(40)
388,En Couleur,https://www.doordash.com/store/695731/?pickup=false,"$$ • Pancakes, Creperies",1.8 mi • Closed,4.3,(122)
389,Ispahan,https://www.doordash.com/store/2632528/?pickup=false,"$$ • Middle Eastern, Alcohol",1.4 mi • Closed,4.4,(19)
390,Ben & Florentine,https://www.doordash.com/store/1139220/?pickup=false,"$$ • Breakfast, Eggs",0.5 mi • Closed,4.5,"(1,100+)"
391,Mister Steer Restaurant,https://www.doordash.com/store/714547/?pickup=false,"$$ • Plate, Burgers",0.3 mi • Closed,4.2,(40)
392,Chez Lin (Vent Doux),https://www.doordash.com/store/894257/?pickup=false,"$$ • Chinese, Noodles",1.2 mi • Closed,4.7,(21)
393,Leche Desserts,https://www.doordash.com/store/629672/?pickup=false,"$$ • Soup, Dessert",1.8 mi • Closed,4.8,(165)
