,restaurant,url,category,distance,star,num_reviews
198,Shakey's,https://www.doordash.com/store/1207555/?pickup=false,"$$ • Deli, Sandwiches",700 ft • Closed,,
199,Shuyi Tealicious,https://www.doordash.com/store/22949021/?pickup=false,"$$ • Fruit Tea, Milk Tea",0.5 mi • Closed,5.0,
200,Zesty Market,https://www.doordash.com/convenience/store/1346361/?pickup=false,"$$ • Grocery, Medicine",0.6 mi • Closed,4.0,(43)
201,Royal Prince Restaurant,https://www.doordash.com/store/491864/?pickup=false,"$$ • Family Meals, Jamaican",1.9 mi • Closed,4.0,(58)
202,Manhattan's Burgers,https://www.doordash.com/store/23048581/?pickup=false,"$$ • Sandwiches, Hot Dogs",0.2 mi • Closed,,
203,Asian Bistro,https://www.doordash.com/store/23416933/?pickup=false,"$$ • Asian Fusion, Fried Rice",0.3 mi • Closed,,
204,The Standard,https://www.doordash.com/store/630356/?pickup=false,"$$ • Pizza, Burgers",0.7 mi • Closed,1.0,
205,Roll'd Up,https://www.doordash.com/store/2444250/?pickup=false,"$ • Crepes, Cheesecake",0.4 mi • Closed,,
206,Cumberland Pizza,https://www.doordash.com/store/298787/?pickup=false,"$$ • Italian, Pizza",0.9 mi • Closed,4.5,(67)
207,Snackflix,https://www.doordash.com/convenience/store/1542326/?pickup=false,"$$ • Grocery, Candy",1.5 mi • Closed,4.4,(20)
208,Send Noods Noodle Bar,https://www.doordash.com/store/1751963/?pickup=false,"$$ • Egg Rolls, Pho",0.5 mi • Closed,4.0,(11)
209,Tacolot,https://www.doordash.com/store/1732192/?pickup=false,"$$ • Quesadillas, Mexican",0.4 mi • Closed,,
210,The Tulip Restaurant & Lounge,https://www.doordash.com/store/1308715/?pickup=false,"$$ • American, Sandwiches",0.5 mi • Closed,4.6,
211,Back to Brooklyn Restaurant,https://www.doordash.com/store/23397427/?pickup=false,"$$ • American, Burgers",0.5 mi • Closed,,
212,Just Baked,https://www.doordash.com/store/23241554/?pickup=false,"$$ • Sandwich, Cheesecake",0.5 mi • Closed,,
213,Exotic Bottega,https://www.doordash.com/store/2500201/?pickup=false,"$$ • Candy Stores, Snacks",0.5 mi • Closed,,
214,Solo Fast Fire,https://www.doordash.com/store/821738/?pickup=false,"$$ • Pizza, Wraps",0.6 mi • Closed,,
215,Bubble Tea and Snack House,https://www.doordash.com/store/971600/?pickup=false,"$$ • Snacks, Bubble Tea",1.3 mi • Closed,4.0,(14)
216,Manhattans Hand-made Burgers,https://www.doordash.com/store/1181094/?pickup=false,"$$ • Burgers, Wraps",0.4 mi • Closed,4.6,
217,Ristorante Marzitelli,https://www.doordash.com/store/1346721/?pickup=false,"$$ • Italian, Brunch",0.7 mi • Closed,4.7,
218,Cousin Edy Gourmandise,https://www.doordash.com/store/2666574/?pickup=false,"$$ • Lebanese, Poutineries",0.4 mi • Closed,,
219,Capitol Burger,https://www.doordash.com/store/582512/?pickup=false,$$ • Burgers,800 ft • Closed,3.9,(13)
220,Antabli's Ice Cream,https://www.doordash.com/store/23179964/?pickup=false,"$$ • Comfort Food, Ice Cream",0.9 mi • Closed,,
221,Camer-African Cuisine,https://www.doordash.com/store/23475118/?pickup=false,"$$ • African, Shrimp",0.9 mi • Closed,,
222,Cacao70 byward,https://www.doordash.com/store/1054901/?pickup=false,"$$ • Waffles, Dessert",0.5 mi • Closed,3.9,(48)
223,Desi Tiffin Dhaba,https://www.doordash.com/store/1721985/?pickup=false,"$$ • Indian, Dessert",0.5 mi • Closed,4.8,
224,Byward Cafe,https://www.doordash.com/store/1207885/?pickup=false,"$$ • Sandwiches, Breakfast",0.5 mi • Closed,3.8,
225,Oh So Good,https://www.doordash.com/store/567530/?pickup=false,$$ • Dessert,0.4 mi • Closed,3.0,
226,Montgomery Scotch Lounge,https://www.doordash.com/store/22930123/?pickup=false,"$$ • Pubs, Alcohol",1.1 mi • Closed,,
227,Smoke Avenue Convenience Store,https://www.doordash.com/convenience/store/1788582/?pickup=false,"$$ • Snacks, Convenience",2.0 mi • Closed,4.5,(18)
228,Primeatery,https://www.doordash.com/store/1346347/?pickup=false,"$$ • Burgers, Wraps",1.3 mi • Closed,,
229,Bashs Gourmet (Kodiak St),https://www.doordash.com/store/1188365/?pickup=false,"$$ • Burgers, Wraps",1.3 mi • Closed,,
230,Barrack Hills Coffee House,https://www.doordash.com/store/1369721/?pickup=false,"$$ • Espresso, Coffee & Tea",900 ft • Closed,5.0,
231,Atomic Rooster,https://www.doordash.com/store/1346332/?pickup=false,"$$ • Salads, Pizza",0.6 mi • Closed,5.0,
232,A La Francaise,https://www.doordash.com/store/1509464/?pickup=false,"$$ • Poutineries, Salads",0.7 mi • Closed,4.0,
233,Toppings Unlimited,https://www.doordash.com/store/23444247/?pickup=false,"$$ • Italian, Pizza",1.5 mi • Closed,,
234,Paramount Fine Foods,https://www.doordash.com/store/345896/?pickup=false,"$$ • Wraps, Dessert",0.4 mi • Closed,4.0,(215)
235,BESS carribean food & cocktails,https://www.doordash.com/store/1497991/?pickup=false,"$$ • Caribbean, Chicken",0.5 mi • Closed,3.2,(19)
236,MrBeast Burger Canada,https://www.doordash.com/store/22978555/?pickup=false,"$$ • Burgers, Cheeseburger",0.7 mi • Closed,,
237,New partner place holder (DO NOT ACTIVATE),https://www.doordash.com/store/1361891/?pickup=false,$$,1.1 mi • Closed,,
238,Subiaco Pizza Cafe (Subiaco),https://www.doordash.com/store/1346328/?pickup=false,"$$ • Indian, Curry",2.0 mi • Closed,4.7,
